,Symbol,Company Name,Market Cap,Stock Price,Revenue,Asset Turnover,Ent. Value,PE Ratio,Div. Yield,Div. Growth,Op. Income,Net Income,EPS,EBIT,EBITDA,Operating CF,Investing CF,Financing CF,Net CF,Income Tax,Total Debt,Debt Growth (YoY),Assets,Liabilities,PB Ratio,EV/EBITDA,Beta (1Y),ATR,Short Ratio
12,V,Visa Inc.,2.383714553157288,0.12259219350164473,0.7221040770677688,-0.48606323598815926,0.6840675641097331,0.029738987734336413,-0.689360456091049,0.3273425315214961,0.46994570304587713,0.4882938202948439,0.026587855675665777,0.47011093374335977,0.4499289325276046,0.4691736672637469,-0.4189776329065095,-0.663682735389206,-1.120135164765032,0.5291758398196368,0.6418971762552851,-0.14052629873791864,0.8427164260151443,0.697828408165984,0.05011402661566844,0.31988459333602187,-0.2613526931701677,-0.10317263096783387,0.9833830907308876
13,WMT,Walmart Inc.,2.3527611784700735,-0.33582789013769876,3.1993651272556414,3.05237823742842,0.698684573659033,0.17979442320495556,-0.3901614410477965,0.058330679034209305,0.4937478626557807,0.47128739191145025,-0.26533514925255103,0.4740709227608119,0.5078009431832202,0.5551701475727773,-0.5508164404598577,-0.6507933606454289,0.9289260332522079,0.5600329266477507,1.4036068696416066,-0.0545598514007154,1.6217856682536527,1.4861754873705637,-0.06954810638733089,-0.12545581167594205,-1.3391463669232953,-0.3590188627777228,-0.4199368298384695
14,XOM,Exxon Mobil Corporation,2.3369824627533338,-0.2249291401769719,2.6591509388153156,0.3904314409131952,0.673937130915678,-0.6214374073694469,0.8007679717714239,-0.1275119823968166,0.5616487973712102,0.546090273101127,-0.0058018945155161525,0.5552140848562148,0.6045412580095474,0.6203759937143427,-0.5412164533571798,-0.7043495451833927,0.9039260741419489,0.6438473910831107,1.1128704862385064,-0.19151620132518132,1.9347375856382718,1.4981068946691831,-0.13222827129366385,-0.7117525834118763,-0.2613526931701677,-0.24541918456097675,2.2191424237695756
15,UNH,UnitedHealth Group Incorporated,2.2402029415725973,0.6405797309536949,2.7488984462420127,1.1046122887587433,0.663256715765176,0.047392568377938725,-0.266961846618222,0.23239717182010078,0.5136128735369,0.47031673323205253,0.3355362421146321,0.4767467374572304,0.4744003310222018,0.40390287647547307,-0.4961134310081364,-0.6627613671126904,-1.3422922692757195,0.5608924504142915,1.531427483143501,-0.049292299480543623,1.7138124545633,1.5864325404249249,-0.0846315685305661,-0.021951619685393886,-1.1751342861347758,0.3630799613652456,-0.7899664606353649
16,MA,Mastercard Incorporated,2.12900711115572,0.5101368014535224,0.48302319797437426,-0.08027866334864334,0.6163931003704282,0.2319527296519624,-0.7949601084592558,0.30967827855379465,0.4232524145111183,0.44435364520073833,0.17815527644209417,0.42038660677167056,0.38895771064661083,0.37694827568310996,-0.3109268074039432,-0.6349852180425316,0.875454375721769,0.4883989130344181,0.44892967433651315,-0.1320982156656438,0.24248749545970744,0.43058826611566486,0.7757961497290956,0.5745593815232919,0.043241171151368656,0.15464924741973762,-0.8318566075180321
17,PG,The Procter & Gamble Company,2.070024809595394,-0.11752519225234177,1.4803941762876192,0.033341016990421045,0.6123479845954417,-0.11710670580108239,0.3079695940531261,-0.13266405617906288,0.45292185317425565,0.46878341577282606,-0.09051354886168435,0.4539650937517942,0.44286625132002244,0.4577090091700499,-0.40976325778235984,-0.6619144362679207,-1.1947893047141525,0.5281528546766585,0.9489990314914095,-0.4058002134377688,1.0427526630819925,0.8975175797484948,-0.045414566958154545,-0.002204109371407774,-1.503158447711815,-0.27900517638157996,-0.3152114626318011
18,COST,Costco Wholesale Corporation,2.0102676179771235,1.3295009297763636,2.3937026216222876,4.756673442514386,0.5789890980105465,0.9473239634597539,-0.8066934031668342,0.21399690831207838,0.36316181482171883,0.3888301596993381,0.2902736424884932,0.3649962189326117,0.3463699696679924,0.36141718348470786,-0.43018251650649303,-0.6316845489363471,-1.278071510427126,0.4803338793825904,0.09630940300859711,-0.07246952792929941,0.5856514418477841,0.6074551214738576,0.11681644809353081,0.8557911663397156,-0.7065283410247203,0.7611727467682774,0.3480491963437656
19,JNJ,Johnson & Johnson,1.9762060014295184,-0.1592179579441205,1.4574169572576852,-0.3399807898379336,0.5755218784055124,-0.80238660896637,0.8770343873706845,-0.09586352916301816,0.46336941594262343,0.5620327674081812,0.28196857833690814,0.5399706980937864,0.5556553110474248,0.48600616966135635,-0.38806396110401137,-0.6779322033161699,-1.225390587797814,0.5005614270463187,0.984130707858006,-0.9079032624685416,1.324301779827996,1.1652026505906208,-0.09116773545930135,-0.7376286314095134,-1.1985645833902785,-0.2177601324734212,-0.6642960199873627
20,ORCL,Oracle Corporation,1.9620917394432684,-0.20349287036320635,1.0844080300400707,-0.46983185308257863,0.6185556410588733,0.13164829417694957,-0.38429479369400726,0.36892712704962666,0.42581500717869736,0.43366545018150515,-0.18726754622765096,0.4182239864026313,0.42960203990847134,0.44755956373381306,-0.4501634963541142,-0.637789773991118,0.9362768943413563,0.33055969005518504,1.655711965738867,-0.22817836268957684,1.1485335398205065,1.3383348362055738,0.845515263635605,0.14760458956228062,-0.09734061238164812,-0.23949224482792913,-0.36408330066157996
21,HD,"The Home Depot, Inc.",1.9176221128572575,0.25107625307075654,1.9779618906070726,2.0947266459991623,0.5879827517488186,-0.30246930255890603,0.46636907260543603,0.04213844714714957,0.4664579782796577,0.46707181466924896,0.2749092738080608,0.46093418110607254,0.4532913388132072,0.4705402364574048,-0.426697582843332,-0.6507371204532006,0.9807991263784865,0.5427376293706463,1.2750489021225329,-0.07289093208291314,0.723509370373625,0.9745232753503179,2.8271470012090836,-0.19014593167003463,-0.12077090963715092,0.16255183373046778,-0.5106988147509157
22,MRK,"Merck & Co., Inc.",1.898941634406066,-0.19993128867036886,1.2160637334001068,-0.1614355778765466,0.5705018369991711,4.434708576055,0.29036965199175796,-0.07341520768323087,0.284801519555421,0.2809002944111217,-0.30727572321805585,0.2963028382223482,0.3067847119492466,0.4136518424791943,-0.5111716083077044,-0.599814209556752,-1.2811636681035057,0.4480598974009006,0.9962147590508412,0.0977777501306521,0.9480741783525366,0.8580274929587135,-0.04172749843425261,1.4162118900780125,-1.5500190422228202,-0.2602365338935958,-0.14765087510113176
23,BAC,Bank of America Corporation,1.8642707444407862,-0.3930803158500612,1.6107333210141763,-1.0541616376834815,0.5608661345024799,-0.6423007299482496,0.29036965199175796,0.05391461579228386,0.5103878177610868,0.5121542586009822,-0.2242250817022047,0.48668736479030567,0.4758285802320452,0.5762028058163345,-0.7031887614702053,2.111492188370113,-1.4214091669431288,0.4420848906240508,3.0681971839132376,-0.10786747683285368,3.6085782487161637,3.5027981043346244,-0.1566969987704676,-0.4284779527009022,0.7461500888164515,-0.3916170313094847,-0.9086552101362557
24,CVX,Chevron Corporation,1.8203773138541564,-0.12658496568349714,2.205104193633109,0.1469606973294856,0.5399873705135434,-0.599370431564944,1.2642331127207755,-0.016742396078521984,0.4996451780889874,0.49814430202191523,0.10673172473846214,0.4946138561235647,0.5459610300551118,0.5529414877885053,-0.5294235102228495,-0.6942988766132708,-1.3252175631121335,0.5879801034918493,0.6824571551885229,-0.2648405240539723,1.6496958410597706,1.1518203513965994,-0.14379225893681083,-0.7716760629853516,0.11353206291787704,-0.21282101602921485,2.784659406685585
25,NFLX,"Netflix, Inc.",1.7774923154571252,0.9640603882056584,0.7413855141564308,0.0495723998960017,0.5211632737696378,0.6183254151017117,-1.1410923023328223,-0.28060217478356264,0.35441113024492,0.3834087467835861,0.25456186663667724,0.34896789956045265,0.4428414351855049,0.3011722526681535,3.0577140996632997,-0.6186699070611821,0.8603526917155325,0.3988634282024611,0.3728551388827791,-0.20184060308871798,0.34823258272612695,0.2568272329044403,0.04508620590125669,-0.3699163703904605,0.39469562998391006,1.0239337416000553,-0.8458199898122546
26,AMD,"Advanced Micro Devices, Inc.",1.7698602736076372,-0.09860428950914268,0.3823259706950394,-0.5509887676104818,0.5099705036045497,8.792334470831458,-1.1410923023328223,-0.28060217478356264,0.060058118362602414,0.2084063395879082,-0.3159960405772203,0.08380141460650026,0.19505345144237493,0.06793738362907739,-0.20829928970485545,-0.5011206736160795,0.8724427895876501,-3.2116252892337407,-0.7042182544187032,-0.02927560218389092,0.6038127447524969,-0.3342563621222296,-0.09150292350692879,3.2581779383308604,1.4021984119705293,0.2119429981725313,-1.6277693982887127
27,ABBV,AbbVie Inc.,1.7596857089363211,-0.13482112334818377,1.1142131408088478,-0.46983185308257863,0.5571936788939185,0.6628605844526176,1.1996999918290943,-0.1024876240259062,0.4092318392119317,0.3762996278191761,-0.2047081809459797,0.3644201189091305,0.40707135823257423,0.48248225740270245,-0.4976284541339245,-0.4099531104447343,1.0493283468716956,0.4443945934983145,1.5348711726160624,0.2638109866544662,1.21250996580156,1.3889595996799633,0.3998827543149115,0.033886168098980825,-1.1048433943682676,-0.1752837310532466,-0.008017052158907039
28,KO,The Coca-Cola Company,1.7326060071269043,-0.3429955732945342,0.9743674197211096,-0.3399807898379336,0.5258120451661717,-0.19414051224589216,0.7010349667570068,-0.09659953970333902,0.3824051451607517,0.43498007141619044,-0.24083521000537497,0.4154887396195463,0.385779608878993,0.38010904500372444,-0.3944246997968142,-0.6335769578327515,-1.2279152174784296,0.4683483144717058,1.148390258138056,-0.13294102397287147,0.8992769255144559,0.9189983106233904,-0.005359595266674389,0.06316695925420168,-1.1517039888792733,-0.3955683244648498,-0.6293875642518066
29,CRM,"Salesforce, Inc.",1.7178921705172499,0.12003230665991771,0.7395710385184138,-0.5022946188937399,0.496759339357944,1.3914720037431105,-0.7949601084592558,-0.28060217478356264,0.30336323819544747,0.33925543602038893,-0.17024216471690146,0.29278589938948285,0.3058228016248164,0.3550697766181089,-0.32419454431289874,-0.6168924448301099,0.9436348628268643,0.3883280792556925,0.29781195509451774,-0.364713308460429,0.9026315296308793,0.5203307700407318,-0.10072059481668365,0.7652249983479857,0.5587077107724296,0.13588060493175352,-1.0273439596371465
30,PEP,"PepsiCo, Inc.",1.6310457658716404,-0.09466428976144127,1.5552090370520542,0.4066628238187759,0.5113968607413074,-0.14037733483128528,0.6951683194032174,0.05906668957453017,0.4027478343032773,0.41893823406024355,-0.06850512885998378,0.39738974608594463,0.3895114275500877,0.39079225515317323,-0.44067183999091114,-0.5772666752246313,0.985628462803361,0.4784780520791752,1.2008298801950577,0.06659384276323523,0.9043150286436693,1.0046353132217396,0.03536575252006067,-0.038294386841796126,-1.2454251779012842,-0.19997931327427834,0.16652522651887372
31,QCOM,QUALCOMM Incorporated,1.6288770904291439,-0.006292544007911399,0.7761626031334209,0.0495723998960017,0.4752884599676947,-0.03726437516297208,-0.20242872572654008,-0.039190717558309295,0.3630953647290971,0.40985863538760736,-0.03570012546122256,0.36524580395761724,0.3373004899655314,0.39641024499172267,-0.30707278956321543,-0.6107527568793581,1.011429993153511,0.25710649166165156,0.4412013042858926,-0.20984728200737907,0.41423919972033424,0.2873085852716966,-0.011392980123968463,0.24838498702676154,0.628998602538938,0.07661120760127726,-0.09179734592424188
32,TMO,Thermo Fisher Scientific Inc.,1.5516215801042057,0.7939280827159284,0.9062558686781166,-0.38867493855467544,0.48315703689456235,0.2873207780341693,-0.9826928237805121,0.2290851243886567,0.3404600623317111,0.3769806556486102,0.30273123871587093,0.34811786080137624,0.34141971178823805,0.33321797054964164,-0.4149066140133661,-0.5609477199284534,0.960456331153312,0.34817642815095967,1.0240026782165965,-0.11924538898042468,0.8811496589043356,0.6935059872300035,-0.09384923984032094,0.25247067881586227,-0.6128071520027091,0.48557004918156316,-0.7899664606353649
33,ADBE,Adobe Inc.,1.5337562137391387,0.5843735198636035,0.2693578704170583,0.017109634084840397,0.4438584065286426,0.6488179634861158,-1.1410923023328223,-0.28060217478356264,0.323171801709798,0.3541480174618824,0.08970634322771272,0.32022548384290106,0.27514918906545927,0.2892379815790709,3.0526722118498646,-0.5968883454646688,0.9644513561993227,0.4346434173668879,-0.487986027257989,-0.1607536981113782,-0.0623725581067732,-0.2457791560476504,0.05799094573491347,0.77067258740012,0.5118471162614241,0.5379246834901504,-0.04292550789446307
34,WFC,Wells Fargo & Company,1.5034801869214378,-0.348204386520309,1.466982384211515,-1.037930254777901,0.47001647170536603,-0.6892432057505555,0.2375698258076547,0.33286261057390293,0.46730701580290934,0.48380578294522764,-0.14532697226214614,0.4617913503449925,0.4722496372229671,0.46879753537150026,3.39447025833142,2.1262085944855253,1.1671742838829922,0.49210507191309005,2.5048509089730953,0.20987125499190726,3.2105213765487557,3.1444878509646674,-0.1550210585323304,-0.6538719497329513,0.2775441437063961,-0.35704321620004026,-0.734112931458475
35,LIN,Linde plc,1.5003974233612063,0.47639081491388735,0.6873803092548032,-0.43736908727141743,0.45623279566842306,0.15291283449765233,-0.38429479369400726,0.050602568360839845,0.3585240925807642,0.3814481312323718,0.19019761946189262,0.3536782826896421,0.35166005486983776,0.34062726158313816,-0.4158534699689039,-0.5969758973324545,-1.096632178322067,0.46142681759922755,0.6322035039509065,0.032670808397329075,0.7343630084005749,0.5193130037958045,-0.08513435060200726,0.014138657784994709,-0.2613526931701677,0.1457588378201662,0.38295765207932186
36,TMUS,"T-Mobile US, Inc.",1.4521473170383203,-0.10817604030864343,1.4230174091152739,-0.48606323598815926,0.5303567333909993,-0.2731804074002022,-0.23176196249548642,-0.28060217478356264,0.4271804487100074,0.4141142313054514,-0.0394374043294359,0.4204561978970445,0.47234879915054945,0.4590132800340248,-0.445868145565023,-0.6418132134233435,0.9652005022061054,0.49902185019597917,1.8237375388997015,-0.10428554152713686,1.4653082842412952,1.405322900553324,-0.12133465974577176,-0.501339456273196,-1.3625766641787982,-0.2691269434931673,1.45115639758734
37,DHR,Danaher Corporation,1.431175002637689,0.09527931389469725,0.37188942402542485,-0.6646084479495463,0.4329833129355861,0.5757963344603064,-0.8946931134736733,0.23129315600961944,0.2966021233714801,0.3454813438734206,-0.10006437263600725,0.3016125773671974,0.2814707607119623,0.2932690958691376,-0.46113019791520793,-0.38779332533022265,-1.1540573455933705,0.3693471683897651,0.5538666690455117,-0.31772674533249684,0.7632943329616761,0.316997615074074,-0.11412811672178161,0.6058830185730629,-0.4956556657251954,-0.04192758705967507,-0.5805157262220279
38,ACN,Accenture plc,1.4097475150235932,0.18213738742877125,1.2584484493262065,0.9422984597029369,0.40995785878181895,-0.10346530257648065,-0.1261623101272797,0.28023785694095893,0.36806949383195436,0.3922588960273662,0.11337577605973025,0.3645473960731431,0.3430866642289285,0.33972356593709263,-0.4225565154859998,-0.6028647248937147,-1.2140966802391453,0.47403916831716836,-0.6677787092591323,-0.17318512064298358,0.38663825124822737,0.14451364637965158,-0.058654494839438784,-0.12954150346504256,0.3478350354729045,0.10031896653346778,-0.45484528557402587
39,DIS,The Walt Disney Company,1.4075960416756956,-0.2525759180676228,1.5303704126029267,-0.3724435556490948,0.4610871819294512,3.2330614390643464,-0.6248273351993671,-0.28060217478356264,0.2988776029810871,0.25015207656941923,-0.30602996359531814,0.277378639240378,0.3162527933453008,0.3988676740348948,-0.4266449496640696,-0.6463369914398771,-1.2760677064606658,0.44244414490853395,1.2073615595526885,-0.23660644576185164,1.4221931177621792,1.089175439193783,-0.14278669479392853,0.3852556619616313,0.793010683327457,-0.2503583010051831,-0.9365819747247007
40,CSCO,"Cisco Systems, Inc.",1.406129219704816,-0.37758743548621815,1.1289494234039783,-0.2588238753100303,0.4246586263533182,-0.5588474396330388,0.888767682078263,-0.18492080454184634,0.41797875153848246,0.4466131824322345,-0.2217335624567292,0.42093446776047605,0.40095969501755657,0.3947832902690469,-0.5492008849428608,2.0293135210156827,0.9184799698012219,0.4767456735021585,0.94923919237212,5.78336259068725,1.0644851327543778,0.9729110144720462,-0.10608360357872282,-0.4448207198573046,-0.4722253684696926,-0.3827266217099133,-0.04292550789446307
41,GE,GE Aerospace,1.3965219146291799,-0.10539355461111415,1.3205765361400512,-0.4049063214602561,0.40667061058828124,1.0311784715168648,-0.976826176426723,4.172261594157848,0.24447790004258502,0.318619053050561,-0.2179962835885159,0.31206638519341384,0.28911570266979625,0.280683616019312,3.2373115749238455,-0.5999702018553339,1.0274164661024414,0.4236941462563986,0.6392482040271765,-0.31856955363972433,1.2872560153394004,1.3485130914303114,-0.07072126455402696,0.34167494954455835,0.44155622449491566,-0.05970840625881799,-0.9854538127544794
42,AMAT,"Applied Materials, Inc.",1.3902465557302588,0.012049601710201552,0.5089180167768955,0.27681176057413065,0.4044383497125188,-0.16565405257098847,-0.7186936928599953,0.5893622838757345,0.3512046439444856,0.3960738436448744,0.016621778693763627,0.35540146102989845,0.30671969794636306,0.3127236235710312,-0.33474415793215445,-0.578617940633837,0.9710385894673829,0.4039706004606989,-0.27261269006270394,-0.17613494971827978,0.0193943255970005,-0.22226571941828457,-0.00552718929048811,0.15100933271986425,1.2147560339265073,0.11217284599956302,-0.26633962460202265
43,MCD,McDonald's Corporation,1.388025918527638,0.0837709530497162,0.48521124856333064,-0.3075180240267723,0.46821778090240773,-0.32293140739580867,0.40770259906754336,0.08482705848576144,0.40062484384094216,0.4123233500218829,0.14451976662817442,0.39572901546343353,0.37235624789922817,0.34451983503895367,-0.43146974116161046,-0.6168901175224305,-1.262637012509361,0.47149685271596425,1.273266837807759,-0.09965009583738593,0.419268180527425,0.7787204614563557,0.14760316984560323,-0.09821786641527158,-0.8236798273022343,-0.027110237727056074,-0.5944791085162503
44,TXN,Texas Instruments Incorporated,1.3826429016047679,-0.03629886977006716,0.12537306310869512,-0.2588238753100303,0.4103751200956889,0.06304006031204075,0.39010265700617547,-0.07672725511467489,0.33590285680098786,0.3748558655699399,-0.07847120584188592,0.33552844232278,0.2987167547145225,0.2768290049286966,-0.4679791979047003,-0.46573410780842034,-1.2438839519382212,0.3930246737968589,0.3814237608886059,0.7050211354880533,0.08755338125700447,-0.039518648104189355,0.005031234209776518,0.26336585692013054,-0.14420120689265373,-0.058720582969976745,0.3340858140495431
45,ABT,Abbott Laboratories,1.3603172797460008,-0.25366665246105424,0.8622249225970459,-0.21012972659328838,0.41004837647449094,0.08791556030984397,0.12610352608565875,0.019690125667362314,0.33021553506513335,0.37005845397535736,-0.2113522322672478,0.3354800651025293,0.32844348883682334,0.2975151931648619,-0.3933764135811039,-0.611871602772585,-1.2627480211317672,0.39807781893111127,0.40069557532065037,-0.4287667398097177,0.6543365093407906,0.392886405100475,-0.09820668445947778,-0.013099287475676015,-0.7299586382802231,-0.31160334491334185,-0.21746778657224383
46,AXP,American Express Company,1.3250484287924116,0.047509599439514674,1.1519503254763415,-0.7457653624774495,0.3836005042285076,-0.40237252029201886,-0.4488279145856892,0.31078229436427607,0.3971548573969485,0.4168611977254202,0.1594688821010277,0.3900849667521627,0.3623641514290014,0.494716430764541,-0.5676900696589645,2.0607594689028845,1.0577563641473227,0.4882917482245969,1.268957427781451,0.23852673743764166,1.6719226555348616,1.7595981816974087,-0.07491111514937007,-0.359702140917709,0.3244047382174017,-0.08736745834637354,-0.3850283741029135
47,CAT,Caterpillar Inc.,1.3185190217861387,0.2906320697468328,1.2894540575753184,0.16319208023506626,0.43245666360963453,-0.5580450041492387,-0.26109519926443275,0.02594621526008989,0.41747046461020726,0.43918796656299236,0.5743068364727042,0.41722671085661184,0.3971290443803674,0.39778146938964104,-0.4188618846592111,-0.6383604950857922,-1.2394957584762245,0.4972938214786545,1.0667013768127935,-0.09396113976360021,0.7664391650657766,0.8650941764736212,-0.013404108409733174,-0.39919716154568136,0.2775441437063961,0.3107253270566583,0.7320422094348831
48,INTU,Intuit Inc.,1.309238978545154,0.8550314686336712,0.0743682647578657,-0.22636110949886903,0.3862714654794518,1.0363943021615651,-0.7890934611054665,0.28538993072320523,0.2720408240896222,0.30954916973699875,0.10507071190814515,0.26627379982792015,0.21557585200589172,0.2500208697863303,-0.21489429233936316,-0.5463532565003195,0.9759994310368472,0.3630271999246286,-0.1724232847101602,-0.3444859090869694,0.00989691702119385,-0.2716859850668047,-0.024465313981438995,1.1703894341004606,0.3712653327284073,1.0980204882631506,-0.0778339636300194
49,VZ,Verizon Communications Inc.,1.2979373589357905,-0.3929912763077403,1.8731003602887923,-0.5347573847049012,0.5638170407035178,-0.5949570364040435,2.82476130882872,-0.20994516291275678,0.4746594199465809,0.4397105393642535,-0.2337759054765276,0.46523653326145975,0.5238516175302804,0.5575890033447737,-0.55558476159445,-0.6520255129824896,0.5688573836129925,0.5459412367659884,2.138494878660873,-0.17213161025894924,1.9393192355195048,1.8757996772048497,-0.1447978230796932,-0.6457005661547501,-1.5265887449673177,-0.3995196176202149,-0.4269185209855809
50,AMGN,Amgen Inc.,1.2719011258912658,0.18761331928150882,0.6000543272566414,-0.5834515334216431,0.4483215126622287,0.5316623828513007,0.6189019038039568,-0.00018215892130184428,0.34060614565881886,0.3298149041305491,-0.05355601338713059,0.34080699166289424,0.35008705859460904,0.31756059312740315,-0.5725531078513361,-0.5451098128660393,-1.3670774605331142,0.35839744907365156,1.4336881792875478,-0.05729897839920472,0.8475760468218184,1.0629926838349626,0.36317966309970584,-0.011056441581125644,-1.0814130971127647,0.22774817079399162,0.389939343226433
